,feature1,feature2,feature3,feature4,feature5
36,"('los', 0.006509651001989184)","('vial', -0.005216769299674379)","('ciudad', -0.0017993267529263929)","('bicicletas', 6.0437355466766e-05)","('traves', -3.633774569939289e-05)"
37,"('menor', -0.017652223198182018)","('fue', -2.7548479603715965e-06)","('con', -2.6522944081709715e-06)","('atacado', -2.5555344367941234e-06)","('tijeras', -2.458476469398957e-06)"
38,"('que', 1.4679875213029306e-33)","('para', 1.144435956383449e-33)","('las', 3.2220482404547427e-34)","('en', 1.5837960572119073e-34)","('trabajamos', 9.332665524361746e-35)"
39,"('esmad', -0.01767214046273985)","('usen', 0.005812452895234481)","('universidad', 9.749108970248889e-05)","('autonomia', -9.01305596899355e-05)","('universitaria', -7.280654834831129e-05)"
40,"('menor', -0.008730254431984769)","('capital', -0.0027009334858153567)","('horror', 0.001056395903317852)","('otro', -0.0001346955936979613)","('de', -0.00012833198319770267)"
41,"('arma', -0.01008090967154876)","('ruin', 0.004409273159137683)","('un', -7.685032963585392e-05)","('poco', -6.811019886735409e-05)","('el', -6.203327815512313e-05)"
42,"('los', 0.006057478275376297)","('ciudad', -0.003131405811050125)","('genera', 4.550452545396144e-06)","('de', 3.132862679669049e-06)","('ubican', 2.7740175924072605e-06)"
43,"('que', 2.9969547915786905e-33)","('como', -2.6485456618921854e-33)","('dira', 2.1469640618008828e-33)","('policia', 1.2179182433839678e-33)","('la', 3.82678082581193e-34)"
44,"('bus', -0.008747729516559109)","('estan', -0.0078271634113698)","('los', 0.007246439258309226)","('buen', -0.003928846099239304)","('y', -0.000323557471493397)"
45,"('bici', -0.006112456047498816)","('los', 0.004480154523289382)","('ciudad', -0.0015569649058654483)","('no', 6.056493516948384e-05)","('correr', -5.295594736936381e-05)"
46,"('mas', -0.013983661138856058)","('los', 0.008180604428103186)","('hp', -0.002010854448176161)","('otras', 0.00023348853178783454)","('personas', 0.00014608253533673947)"
47,"('mas', -0.00813794276856901)","('mil', -0.0028398379686204165)","('ano', -0.0017081490775866512)","('paz', -0.00027130111544585404)","('en', 0.0001502159534142596)"
48,"('los', 0.00852629952637511)","('movil', -0.008133944490650401)","('licor', 0.00447772895748465)","('interior', -0.0038871061916393407)","('sirve', 9.736358116665439e-05)"
49,"('informacion', -0.010722576835291403)","('los', 0.007312933054247058)","('de', -2.0892635578306726e-05)","('y', 1.8771164363459756e-05)","('brindamos', -1.6388454852736476e-05)"
50,"('desorden', 0.010233560067736992)","('drogas', 0.006666543470792181)","('ciudad', -0.004627981285464305)","('los', 0.0020866214898365475)","('vendedores', -7.306809537763056e-05)"
51,"('sur', -0.0066009791624742865)","('los', 0.0055943693542364085)","('arma', -0.0038109468087753834)","('coronavirus', -0.0035380718193438157)","('celular', -0.001957093100882959)"
52,"('pais', -0.005591565212952238)","('edad', -0.004154717929754101)","('cali', -0.0013222746942568395)","('medellin', -0.0003242488633582186)","('transito', -9.31376588633822e-05)"
53,"('asi', -0.011714786236292655)","('sin', -0.004836387917579422)","('manos', 0.0035990140716605666)","('ellos', -0.00014356231137988292)","('mismos', -0.00013539278935892972)"
54,"('son', 0.005147824977066181)","('florez', 0.003871804777585363)","('medellin', -0.003771626082742536)","('es', 5.8757772099005336e-05)","('debe', -4.8556310446894036e-05)"
55,"('drogos', 0.0)","('inmundos', 0.0)","('basofias', 0.0)","('sociales', 0.0)","('vandalos', 0.0)"
56,"('mil', -0.00858693793031323)","('formacion', 0.004786289221570764)","('actor', 0.003566941455918257)","('tv', 0.003398138602625377)","('los', 0.0030058706490414034)"
57,"('los', 0.006187623693030337)","('sobrepoblado', 1.185781606284409e-06)","('inseguro', 1.0249338474423636e-06)","('un', 9.385786813602728e-07)","('toxico', 9.184687161902964e-07)"
58,"('mal', -0.009316233567795588)","('corrupcion', -0.003153964352393649)","('drogadiccion', 0.002660897171640304)","('antro', 0.0024522460130142376)","('de', -7.990347744967398e-05)"
59,"('ladron', -0.006831767838853128)","('mujer', -0.006555482784117013)","('estacion', -0.0029664071168065513)","('termino', -0.00033902385014318424)","('la', 0.00013983403726235886)"
60,"('mujer', -0.024265639043447845)","('los', 0.004371612050126633)","('cada', -5.997296930755375e-05)","('emocionalmente', 3.629663611359847e-05)","('de', 3.4426065813469785e-05)"
61,"('sexual', -0.012774280581187424)","('interpersonal', 0.008518199326556158)","('casos', -4.3112265754523656e-05)","('violentadas', -4.000936064834566e-05)","('se', -3.8768260872835736e-05)"
62,"('los', 0.00962508324557284)","('hoy', -0.006322279408541594)","('educacion', -0.002576421094312367)","('hp', -0.0025027052046446637)","('superior', 0.0017151449827521436)"
63,"('ied', 0.013042645162983986)","('estan', -0.01150815000373118)","('menor', -0.008196029368395386)","('edad', -0.005217553571823436)","('aqui', 0.0016765008020361463)"
64,"('hoy', -0.00558801720174185)","('nacional', -0.00400652190594327)","('interior', -0.0018943851564247659)","('col', -0.0013941649478005178)","('institucion', -0.0006155995700933404)"
65,"('fds', 0.01204993333855655)","('trancon', -0.010828812599539215)","('placa', 1.9948871435838617e-06)","('mujeres', -6.87196301609344e-07)","('no', 1.2795841960499934e-07)"
66,"('dos', -0.0230732685870998)","('la', -5.9524106081349e-06)","('de', -5.6488201721102845e-06)","('policia', -4.919839535637264e-06)","('auxiliar', -3.732156861754469e-06)"
67,"('dos', -0.008965859877254016)","('anos', -0.006251877200512129)","('habitacion', 0.005363106043851234)","('vez', -0.004740590546889022)","('parque', 0.0043033116208344175)"
68,"('celular', -0.0063467398900281455)","('andar', -0.001951338977425464)","('por', -0.00011582634023121432)","('de', -0.00010739450631963147)","('robaron', -8.089242924867832e-05)"
69,"('van', -0.01428734352543638)","('volver', 0.01062904496986806)","('drogadictos', 1.680707614245022e-05)","('captura', -1.6651691363657984e-05)","('banda', -1.6003765412289345e-05)"
70,"('movil', -0.012034587397143987)","('son', 0.0057829561423866135)","('bronx', 0.002250651131700052)","('parece', 9.098220791192432e-05)","('y', 6.197391502211161e-05)"
71,"('celular', -0.008063486048406088)","('kawaii', 0.005836525511111432)","('adiccion', 0.005792418119748611)","('los', 0.0035162034395098316)","('droga', -9.283611727780126e-05)"
72,"('los', 0.012438793687992134)","('ahi', -0.004811594366272118)","('sin', -0.0033054661454846724)","('social', -0.00308789152726577)","('peor', -0.001821336294940834)"
73,"('asi', -0.020727733281510174)","('banda', -3.547863047608188e-06)","('operaba', -2.865814852493565e-06)","('temible', -2.4958366462792283e-06)","('la', -2.3118754091928396e-06)"
74,"('dedicada', 2.9323110239958108e-33)","('al', -4.906415321669585e-34)","('desarticulan', 2.2747297126150326e-34)","('banda', 1.3343485753398207e-34)","('cosquilleo', 3.347837856361502e-35)"
75,"('taponada', 4.382327467575286e-33)","('por', 2.686736931020849e-33)","('semaforos', 2.411909272538899e-33)","('la', 2.0404517164833566e-33)","('calle', 3.4437115747083107e-34)"
76,"('nos', 0.008719821634791527)","('santi', 0.0034921819153010264)","('en', -8.16705787238654e-05)","('el', 8.002148728742818e-05)","('pueblo', 6.886813879522017e-05)"
77,"('man', -0.0117158941067464)","('imbecil', 0.008235625432297923)","('seguir', -0.00020509522636632589)","('moto', 8.816106026368765e-05)","('habra', -6.771652751513368e-05)"
78,"('usted', -0.006901294498707529)","('los', 0.005893186800149611)","('van', -0.005696509245560765)","('ano', -0.0031289531646296487)","('victima', -0.0001604347606250098)"
79,"('mas', -0.009693837022535973)","('ciudad', 0.0019003137445997781)","('opcion', 0.0016604297331010366)","('real', 0.0008492943948165242)","('y', -0.0001298079598173441)"
80,"('hoy', -0.009255805733352808)","('edad', -0.00387932549638492)","('ley', -0.001307209336016311)","('armados', 0.00014860926562282567)","('si', -0.0001424773775800607)"
81,"('hoy', -0.009184688014710885)","('edad', -0.003910222786848619)","('ley', -0.0013673297556664344)","('pregunto', -0.00021192333351397887)","('y', 0.0002018926962373415)"
82,"('seguramente', 0.0)","('tenian', 0.0)","('en', 0.0)","('mente', 0.0)","('el', 0.0)"
83,"('los', 0.008085658000855159)","('hoy', -0.007206012454403147)","('cc', 0.00518755877874407)","('tres', -0.004162017653762593)","('accion', -0.0037888177953494966)"
84,"('dias', -0.01334702372758602)","('los', 0.008554146507755383)","('en', -8.87194657407422e-05)","('la', 6.622979758384586e-05)","('marica', -6.209388074776719e-05)"
85,"('los', 0.011513111307240639)","('mas', -0.009704184505460473)","('da', -0.009075706835579579)","('asco', 0.004608553663729473)","('gente', -0.0001214069861058599)"
86,"('conozca', 0.0)","('la', 0.0)","('historia', 0.0)","('de', 0.0)","('pareja', 0.0)"
87,"('cayeron', 0.008994064214316429)","('los', 0.0031005527335227242)","('de', 7.882640301708935e-05)","('celulares', 5.9881108222744864e-05)","('transmilenio', 3.0427198793916077e-05)"
88,"('medellin', -0.005241594049986725)","('descaro', -1.1922940943726923e-06)","('habitante', -1.1126330020885935e-06)","('de', -9.846138835748458e-07)","('que', -6.658692533988916e-07)"
89,"('mes', -0.008069767128564321)","('comision', 0.007450447051851386)","('distrital', -0.003555999172265619)","('administracion', -0.0032220872247495703)","('un', 0.00010901591318106252)"
90,"('los', 0.005847639777165412)","('hoy', -0.005296119106440513)","('da', -0.005206733382177883)","('dia', -0.0044301963837413885)","('mejor', -0.003464293941987898)"
91,"('nacional', -0.0166677269447219)","('universidad', -3.934078749710973e-06)","('la', -3.5559632664703725e-06)","('de', -3.10305909580885e-06)","('estudiantes', -1.7826492733064978e-06)"
92,"('favor', -0.019306242392682107)","('de', -4.7466752684113635e-06)","('la', -4.743337060877921e-06)","('luminarias', -4.134348287945166e-06)","('calle', -3.870919549118809e-06)"
93,"('ser', -0.005185014367945344)","('social', -0.003828051093593207)","('badcrim', 0.0033886671687550765)","('qua', 0.003326489514733544)","('celular', -0.0029638517209513516)"
94,"('mujer', -0.006145965612617084)","('nos', 0.00585325072818168)","('ahi', -0.004262715437041223)","('ser', -0.003791973298898914)","('dias', -0.003738658886474036)"
95,"('pais', -0.008397445445626097)","('poblacion', -0.003878226527414898)","('ilegal', 0.003384842590971421)","('es', -9.81529365038822e-05)","('en', 8.001811468772945e-05)"
96,"('sexual', -0.006848248606613835)","('los', 0.005567723761313389)","('alzar', 0.004698272140728916)","('son', 0.0034238592282853217)","('y', 0.00014412286071385983)"
97,"('por', 3.292063911994495e-33)","('investigan', 2.8445095781060606e-33)","('robo', 1.967113078151384e-33)","('parte', 1.5703953574802876e-33)","('presunto', -6.963730079686358e-34)"
98,"('es', 0.0)","('que', 0.0)","('salio', 0.0)","('drogada', 0.0)","('del', 0.0)"
99,"('da', -0.01051331381827855)","('drogas', 0.007564275045973019)","('ver', -0.00613737042515536)","('son', 0.004830045354225906)","('impresion', -0.0005392415455919749)"
100,"('condicion', -0.004963265134487818)","('no', -1.5769346745676504e-06)","('aumenta', -1.0953555459985834e-06)","('atentos', -1.064443755609889e-06)","('la', -6.881822287068754e-07)"
101,"('bus', -0.004597910370351748)","('mas', -0.004318949024865006)","('sitp', -0.0028868195608954886)","('sur', -0.0017686389310199182)","('autoridades', 0.0003426224390816721)"
102,"('bus', -0.007780368609557343)","('dos', -0.0077194927317825734)","('re', 0.005071870736354708)","('dio', -0.0018182244670373853)","('atencion', -0.0005969672560284451)"
103,"('conductor', -0.015858284589140327)","('beat', 0.005028288759462268)","('un', -0.00011829606406793235)","('de', -9.880222595389085e-05)","('amordazado', -8.801419281269759e-05)"
104,"('nos', 0.008291713024908155)","('ciudad', -0.003806826795411897)","('los', 0.0038057866778096654)","('policia', -8.10490208124996e-05)","('de', 7.576016877750397e-05)"
105,"('hoy', -0.015858378346773443)","('garciam', 0.008391567633810998)","('pero', -7.018114142426344e-05)","('seguridad', -6.37365812973178e-05)","('deseen', 5.799171444685472e-05)"
106,"('va', -0.01385868789946)","('los', 0.006046839201495775)","('unidad', 0.003880216152113093)","('de', 9.983916984193471e-05)","('a', -9.037581206853525e-05)"
107,"('psicosis', 0.008143569282039118)","('paralisis', 0.008028444204289125)","('burundanga', 0.00011064878012346568)","('la', 0.00010864954144129094)","('delirio', -7.409729644783678e-05)"
108,"('estan', -0.018619606595646186)","('los', 0.010012425958538842)","('tanta', -0.00011035143009947273)","('transmiseria', -0.00010394020873195006)","('cuanta', -9.498300434300299e-05)"
109,"('celular', -0.009759718420281713)","('se', -8.398558414912682e-07)","('un', -6.878797958147574e-07)","('roba', -6.637375198320289e-07)","('quien', -5.558453171046651e-07)"
110,"('estan', -0.007003700197654296)","('nos', 0.004630710803829448)","('pais', -0.0042009458245193775)","('los', 0.003084860325383975)","('caos', -0.002531178778567292)"
111,"('taxi', -0.010646688901197777)","('llego', -1.5389253152790404e-06)","('a', -1.3441661200953722e-06)","('y', -9.42885330790947e-07)","('estadounidense', -6.226997725905586e-07)"
112,"('mas', -0.0046570726154045025)","('shock', 0.004412090310085129)","('hoy', -0.003953655804378173)","('anos', -0.003952368746714508)","('ahi', -0.0027950745025293326)"
113,"('va', -0.004021344879266183)","('dia', -0.00364913012670427)","('mal', -0.00344951705542068)","('parque', 0.0029168194527629237)","('algun', -0.0027715182111147218)"
114,"('los', 0.012686665630571317)","('favor', -0.00897545089280577)","('ahi', -0.006836620149561699)","('amenazando', 0.0001563975466204487)","('carros', 0.00010735946270540691)"
115,"('bus', -0.008554771831745064)","('conductor', -0.007473627961843775)","('wev', 0.005642625895955244)","('eitb', 0.005585948371032969)","('fin', -0.0042236520745011046)"
116,"('paz', -0.008857628812344174)","('admitalon', 0.008752492695194083)","('proceso', 2.7361594478694977e-06)","('mintioa', 2.689744925438514e-06)","('es', -1.8077778028098868e-06)"
117,"('los', 0.004420383947355659)","('son', 0.0038619997823214755)","('banda', 5.733324375731769e-05)","('ladrones', 5.375172222948337e-05)","('integrantes', 2.4994037074966525e-05)"
118,"('celular', -0.009757679738119604)","('el', 2.942055438220193e-06)","('fijo', 2.893801466354591e-06)","('por', 2.601773172277305e-06)","('robarles', 2.321281626665933e-06)"
119,"('mas', -0.005557836224621421)","('los', 0.0032545245178963395)","('poblacion', -0.0021728428003099593)","('caos', -0.0019211111221872496)","('facil', -0.0018367310277810933)"
120,"('nacional', -0.014242381485043074)","('parque', 0.008621274867272325)","('seguimos', 9.056462715628675e-05)","('conmemorando', -6.858996041982072e-05)","('que', -5.9718176038777746e-05)"
121,"('va', -0.006765581129071774)","('dia', -0.00611340450942716)","('hombre', 0.004314484344183957)","('los', 0.0041807598383119815)","('algun', -0.003988797915443295)"
122,"('sexual', -0.010822734829721951)","('los', 0.006011274816200383)","('bo', 0.004660266240961604)","('prevenir', 9.117347100736179e-05)","('medidas', -6.772648518931972e-05)"
123,"('violacion', -0.009860032624091415)","('los', 0.0061195821707376264)","('dolor', -0.0006633184251435578)","('desde', -7.643877427133436e-05)","('se', -6.128560592867199e-05)"
124,"('mejor', -0.0059332910827596215)","('pais', -0.0054919678739532764)","('amo', 0.005144393035416729)","('los', 0.003944301614341052)","('peor', -0.0026114481140953228)"
125,"('bus', -0.01900953355196782)","('da', -0.008439028227376473)","('nos', 0.00591330860087637)","('smog', 0.005161931157687204)","('los', 0.003814364363829311)"
126,"('esmad', -0.011962302696974642)","('nacional', -0.00802531710541514)","('parque', 0.005942716798213029)","('son', 0.0053766283659576345)","('a', 9.299320837888466e-05)"
127,"('dos', -0.023074591116686874)","('desarticula', -5.2491033562851004e-06)","('delincuencia', -3.640831593339401e-06)","('grupos', -3.4070410190795177e-06)","('de', -2.678680424395062e-06)"
128,"('los', 0.004707101192701991)","('debil', 0.0019010936791478733)","('decisiones', -4.7814320311604646e-05)","('y', 3.952842679275301e-05)","('toma', -3.615048125465568e-05)"
129,"('sln', 0.005673429388928659)","('pura', 1.07992063733809e-06)","('de', 1.077208597946302e-06)","('el', 9.00919199009192e-07)","('demagogia', 7.96530603303941e-07)"
130,"('nacional', -0.00944997623736107)","('parque', 0.007667659902436397)","('vias', -0.007377787178376184)","('tambien', 0.0001223400281933079)","('por', -0.00010397282867940304)"
131,"('col', -0.007148771705539946)","('actuacion', 0.004602402701746811)","('deben', -4.512815228605301e-05)","('y', -3.459948425506385e-05)","('ninas', -2.6934502408298263e-05)"
132,"('carcel', -0.019249903715579077)","('los', 0.009335245994083693)","('en', 8.702938511935424e-05)","('cada', -8.147971081648707e-05)","('uno', -5.876699516833046e-05)"
133,"('los', 0.006187838011626341)","('reportar', 1.2492900572579875e-06)","('hay', 1.213804654795614e-06)","('todos', 1.195558827974099e-06)","('que', 9.622385253476075e-07)"
134,"('cerrrado', 4.109136862420345e-33)","('publico', 2.567393599580286e-33)","('espacio', 1.8733265289303164e-33)","('un', -5.432403945556771e-34)","('es', -1.5011419792632293e-34)"
135,"('va', -0.00505249295574158)","('dia', -0.004434875381443676)","('mejor', -0.003149374392336494)","('ayer', -0.0015908660929521924)","('muy', 0.0001810774607852018)"
136,"('poblacion', -0.008743367995134806)","('circular', 0.008624185270647369)","('roosevelt', 0.004955023080619237)","('poner', -0.00010873135143665728)","('la', 8.869092751120355e-05)"
137,"('razon', -0.003756866854459942)","('dr', -1.0273383921502751e-06)","('la', -9.282512925940584e-07)","('tiene', -8.136403504942048e-07)","('toda', -7.017923672559697e-07)"
138,"('chad', 0.011110179978426652)","('anos', -0.007316977023104652)","('ser', -0.005640296711911043)","('edad', -0.00376623465393793)","('oposicion', 0.0031589749597590415)"
139,"('mujer', -0.007424980098283498)","('anos', -0.005829443006203476)","('son', 0.004881807128745006)","('pais', -0.003959028310762081)","('familiar', 0.003765926143186394)"
140,"('asi', -0.0076003009620038515)","('son', 0.004689155141030969)","('lopez', -0.002152281474229947)","('capital', -0.0020624838314976185)","('plan', -0.0016127301321492904)"
141,"('senor', -0.013545892501133519)","('los', 0.006015960271104171)","('ex', 0.004092153267109671)","('fueron', 0.00011613954024556455)","('refugio', 7.347573811991596e-05)"
142,"('dos', -0.01269756268277254)","('anos', -0.009023821561944577)","('hombre', 0.006251271658520944)","('los', 0.006094789707266702)","('bogota', 0.00011522219907448646)"
143,"('director', 0.0096882562318308)","('pais', -0.0079754012452108)","('reunion', 0.007249400169852861)","('sector', -0.006109165247800334)","('capital', -0.005678649135553376)"
144,"('mujer', -0.006053776164844067)","('va', -0.004959916529019654)","('algun', -0.002728401798892152)","('usa', 0.0010071326587482287)","('usar', 0.0004060559242888839)"
145,"('ningun', -0.009202187978801716)","('ej', 0.004607771020500445)","('transnacional', 0.004565536250997017)","('son', 0.0025962372824542006)","('app', 0.0016405678156899465)"
146,"('mas', -0.0108643750063548)","('favor', -0.010163933878000155)","('super', 0.00678704505169698)","('los', 0.006365404845178108)","('cosquillean', -0.000184388886463353)"
147,"('ver', -0.003500854556273901)","('social', -0.0033037647183545727)","('interior', -0.0016850664472684252)","('celular', -0.0014215895193463177)","('lider', -0.0005573310784699596)"
148,"('hoy', -0.004707698797832662)","('dias', -0.0034122384382252006)","('situacion', -0.0032985837668880855)","('urge', 0.0028761191709783143)","('sin', -0.0023300373355587913)"
149,"('mujer', -0.018560488368886484)","('hombre', 0.01048996562009158)","('de', -8.041656209393883e-05)","('la', -7.285405432857734e-05)","('esa', -6.224045470391815e-05)"
150,"('mal', -0.007987719019412216)","('usd', 0.006023114955810288)","('celular', -0.0058119766336610255)","('un', 0.00020142077638319984)","('ni', 0.00016726976186122447)"
151,"('mas', -0.010050723655125262)","('los', 0.00659250414103174)","('senalizacion', 0.005221339835803103)","('iluminacion', 0.005091642290547679)","('vial', -0.0031937528830985394)"
152,"('mas', -0.008284757158080774)","('bien', -0.0068693599262074)","('produccion', 0.005877935725968417)","('manos', 0.0022680351792106527)","('bici', -0.001052207851968853)"
153,"('esmad', -0.020825224494036444)","('lo', -4.012558546974291e-06)","('del', -3.827587825666037e-06)","('en', -2.950667674027166e-06)","('y', -2.762012145176709e-06)"
154,"('estan', -0.007219273066598716)","('da', -0.005564418081292057)","('temor', -0.0011980887420314503)","('peor', -0.0007585723830808939)","('se', 0.00024054916326382643)"
155,"('los', 0.00596080038867598)","('jardin', -0.005712062801319577)","('infantil', -0.003276757653504726)","('se', -3.84814336010677e-05)","('y', 3.772572158565573e-05)"
156,"('dan', -0.016423700521544474)","('los', 0.008334626729847852)","('ladrones', -0.00011525465217150765)","('porque', -6.364928134833231e-05)","('la', -4.5079105661107454e-05)"
157,"('casi', -0.012751816585567254)","('son', 0.007499544575790192)","('en', -4.831864481125184e-05)","('atracadas', 4.211434336380849e-05)","('mitad', -3.8036507799688854e-05)"
158,"('sexual', -0.0061460648491461515)","('situacion', -0.005988569101563356)","('superior', 0.003637562471646356)","('institucion', -0.002084232394599903)","('normal', 0.001023213662294275)"
159,"('los', 0.006188217697810667)","('el', 6.071706127152674e-07)","('hurto', 5.333037325611891e-07)","('pero', 3.7769973445634995e-07)","('baja', 3.726116068185286e-07)"
160,"('bus', -0.020009164068239826)","('escolar', 0.011000346542627352)","('el', -0.00012007921205928276)","('accidente', -0.00011580500696565031)","('ninos', -0.00010573264975006426)"
161,"('mas', -0.00434179700347377)","('hoy', -0.0036467749862576825)","('lider', 0.0031977375572761198)","('menor', -0.0030349531474812307)","('edad', -0.0014317407488436242)"
162,"('celular', -0.006005045169035652)","('arley', 0.004806218618544171)","('oye', 0.0026547862873525347)","('defensor', -0.002183933704427728)","('derechos', 8.082011719071982e-05)"
163,"('sitp', -0.02007148926743829)","('en', -3.4448697096872626e-06)","('vivo', -3.077936159518272e-06)","('tiempo', -2.4980722973763173e-06)","('el', -1.0445662302157768e-06)"
164,"('mas', -0.011147737004453184)","('estan', -0.011121149195495448)","('dis', 0.010770274634110122)","('buenos', -0.00019252129889838203)","('ya', 0.00013455043482960908)"
