,feature1,feature2,feature3,feature4,feature5
23,"('pan', -0.011373947625634772)","('lideres', -0.011328591450052522)","('dia', -0.0072598304770860825)","('kennedy', -0.003314366394252728)","('motocicleta', -0.00018345005982202682)"
24,"('farc', 0.02325890447542828)","('son', -0.02186843487934545)","('cartel', -0.011705003062628606)","('vean', -0.0020264834872853006)","('los', -0.0018183770364635767)"
25,"('bus', 0.0032363261223956508)","('celular', -0.0025393081680486155)","('tres', -0.0006043692573971315)","('hombre', -0.0003159871100912804)","('llegue', 4.607833341291972e-05)"
26,"('veo', -0.0009739606880115385)","('mujer', 0.000842154046499958)","('los', -0.0002888821543095266)","('mas', 9.650221979932168e-06)","('encima', 3.2981881221367246e-06)"
27,"('nuevo', -1.31310508108427e-31)","('caso', 6.800055199864847e-32)","('intento', -3.0735637786397224e-32)","('de', -2.614847173088287e-32)","('denuncian', 1.9384141248907946e-32)"
28,"('seguramente', 1.25196551835106e-31)","('propietario', 4.074113031409894e-32)","('esta', 3.683078526197805e-32)","('el', -2.597781727173656e-32)","('muy', 1.5819626124946426e-32)"
29,"('celular', -0.0032368493530606705)","('a', -8.854809345528294e-07)","('uno', -7.182154396955583e-07)","('cuando', -5.23548503429644e-07)","('lo', -3.524565218427408e-07)"
30,"('tal', -0.010385707580743052)","('anos', 0.0030595253101515043)","('sin', 0.0014360798715208859)","('los', -0.0007981552505711791)","('ver', -0.000778510758542512)"
31,"('mas', 9.983206965533408e-06)","('cada', 2.1973316141633124e-09)","('que', 1.987030966779991e-09)","('encantaria', 1.9800413252569224e-09)","('me', 1.8951380376099047e-09)"
32,"('van', -0.000939028495340611)","('homofobia', -2.4546823380105614e-07)","('de', -2.1122067194510084e-07)","('victimas', -1.9204126352259807e-07)","('hay', -1.7507013783584236e-07)"
33,"('tweet', -0.00781443370553183)","('cai', 0.002978315900931887)","('via', -0.0009980803426005772)","('demostracion', -0.000620695329638126)","('los', -0.0005824283094960372)"
34,"('son', -0.04906593702678256)","('gran', -0.039175863171340405)","('ese', 0.0011102567940500065)","('porcentaje', -0.0009235875231184014)","('su', -0.0009218080020689742)"
35,"('los', -0.0002765563524911474)","('bogota', -6.402211188313492e-08)","('es', -5.953960106247743e-08)","('movilizarse', -5.746952453391696e-08)","('en', -4.7903534487251964e-08)"
36,"('vial', -0.06077924772027423)","('ciudad', -0.04733561693749864)","('los', -0.0036334225653520684)","('proyectos', 0.0010765321814750596)","('tambien', -0.0009913100864320436)"
37,"('menor', 0.0026739134655928065)","('con', 5.785141386789675e-07)","('tijeras', 4.5533720772968334e-07)","('fue', 3.450722859688277e-07)","('atacado', 1.7169460142010347e-07)"
38,"('en', 7.022960092030768e-32)","('para', -3.4384647640176865e-32)","('las', -2.064167884670441e-32)","('que', 1.7366456097079312e-32)","('trabajamos', -9.498407095297897e-33)"
39,"('usen', -0.0061019371778660205)","('esmad', -0.0044767741237421175)","('esta', 5.5574639851815215e-05)","('raaaattttto', -3.61158021784803e-05)","('deja', 3.411801321744273e-05)"
40,"('menor', 0.003544129964205532)","('horror', -0.001126186209130204)","('capital', 0.00019552879994311797)","('panico', -2.4021790198560698e-05)","('secuestro', 1.5622892309417572e-05)"
41,"('ruin', -0.006170074610450485)","('arma', 0.0031634894293072298)","('un', -6.898277782849828e-05)","('bagazo', -5.141434835887869e-05)","('hecha', -4.6876310492034335e-05)"
42,"('ciudad', -0.009838822727305109)","('los', -0.0007382794971695186)","('genera', 8.870006867354655e-06)","('precauciones', 6.567252309080845e-06)","('zonas', 4.597011533810141e-06)"
43,"('que', 1.5486509116868396e-31)","('la', 1.358650332511706e-31)","('como', 9.914244862705506e-32)","('dira', 4.4743295138489127e-32)","('policia', 3.8112316644791833e-32)"
44,"('bus', 0.0016851487060365177)","('estan', 0.0006203050906244971)","('buen', -0.00016736058390928477)","('los', -0.000166712145441437)","('colmo', 1.0079511838914903e-05)"
45,"('ciudad', -0.014295695716923214)","('bici', -0.007351713760849759)","('los', -0.0011137060257285628)","('es', 0.00016550228284191145)","('caca', 0.00011149707722887731)"
46,"('hp', 0.0005284923190510852)","('los', -0.000251401351663217)","('mas', 9.507692499929022e-06)","('lado', -5.636873066192278e-07)","('revolucionarios', -5.22575995987165e-07)"
47,"('paz', -0.006963475443167431)","('ano', -0.001792373329642083)","('mil', -0.0006432393435651331)","('este', 3.0611773692835055e-05)","('sera', 1.9540028010529185e-05)"
48,"('interior', 0.024207106795567927)","('licor', -0.019012183715309192)","('movil', -0.01112653592415652)","('y', -0.0006832371883366758)","('sirve', -0.0006472265562209063)"
49,"('informacion', 0.001078078064350135)","('los', -0.00022538731775326734)","('recomendaciones', -1.411284964009593e-06)","('seguridad', -8.082140326294169e-07)","('departamento', -6.097703980253922e-07)"
50,"('ciudad', -0.0178066482934121)","('drogas', -0.0119253301678512)","('desorden', -0.001401596192234479)","('los', -0.0013522102086962946)","('y', 0.00016878542906698235)"
51,"('celular', -0.0042328562440276125)","('sur', -0.004153561565746701)","('arma', 0.003540504337658016)","('coronavirus', -0.0005225839198491117)","('los', -0.0005132351266364907)"
52,"('edad', 0.0016343154399517169)","('medellin', 0.0011253227692908524)","('pais', -0.0006490817556815791)","('cali', -0.00017224477876428946)","('las', -1.589548503216878e-05)"
53,"('manos', 0.0011190525131863467)","('asi', 0.0010096033886322386)","('sin', 0.0002743208935493327)","('no', -8.85814431202081e-06)","('medida', -8.379096798063646e-06)"
54,"('son', -0.015799034404507296)","('medellin', 0.006020381127852444)","('florez', -0.0008890628777537202)","('publica', -9.803076853468619e-05)","('ingresar', -8.205828639449318e-05)"
55,"('drogos', 0.0)","('inmundos', 0.0)","('basofias', 0.0)","('sociales', 0.0)","('vandalos', 0.0)"
56,"('son', -0.05287644376955199)","('actor', -0.029447439108388068)","('formacion', -0.028322129720865848)","('drogadiccion', 0.01437336995055003)","('tv', -0.00422944375634554)"
57,"('los', -0.00027658126257574665)","('un', -4.4189458162742796e-08)","('toxico', -3.763221633017151e-08)","('inseguro', -3.3064009921893246e-08)","('sobrepoblado', -3.2868409040951034e-08)"
58,"('mal', 0.0008926907814941874)","('antro', 0.0006841931198036101)","('drogadiccion', 0.0006827672895945108)","('corrupcion', -0.0001320090990344653)","('y', -3.7028270088044116e-06)"
59,"('ladron', 0.0008972745902888344)","('estacion', 0.00071280918630306)","('mujer', 0.000429004509637472)","('que', 7.8962104251586e-06)","('el', 6.2781767913106575e-06)"
60,"('mujer', 0.000711724693410162)","('los', -0.00024352312529495664)","('emocionalmente', -3.613897300488838e-07)","('sexualmente', -3.3229975469967535e-07)","('casos', -2.8944997344566527e-07)"
61,"('sexual', 0.0020468515418988645)","('interpersonal', -0.00017943550169155246)","('hasta', -2.700796242465706e-06)","('feminicidios', -1.6031141141222924e-06)","('para', -1.5527092728003933e-06)"
62,"('superior', -0.0023132354151059486)","('educacion', -0.0018029993976494728)","('hoy', 0.0015163878879388027)","('hp', 0.0008065186893075419)","('los', -0.00037370680694351365)"
63,"('menor', 0.0025457482803998227)","('ied', -0.0013394720935108499)","('edad', 0.0012066609123082199)","('cai', 0.0006048390497104889)","('estan', 0.00043937159961747024)"
64,"('col', 0.0008046264531309404)","('interior', 0.0007300006779729998)","('institucion', 0.0005295654461798159)","('hoy', 0.00013833686766067982)","('poco', -3.1910342520217956e-05)"
65,"('trancon', 0.003290406402311753)","('fds', -0.0027301791513200295)","('hay', -5.059945952720746e-05)","('agarradero', 4.913328059048901e-05)","('trafico', -3.3675365127132866e-05)"
66,"('dos', 0.0006011629823642787)","('la', 1.225224299527792e-07)","('policia', 1.0850168446208713e-07)","('auxiliar', 1.0038527086528089e-07)","('de', 7.52080025108186e-08)"
67,"('habitacion', -0.007106315904754297)","('lugar', 0.0023692670737821163)","('vez', 0.0023676569431115776)","('anos', 0.002139857972707792)","('aqui', -0.0011859492786181515)"
68,"('celular', -0.0029422800088361283)","('andar', 0.0008048227836294938)","('el', -1.6088761666488495e-05)","('de', -6.352339588342256e-06)","('me', -5.981929055239702e-06)"
69,"('volver', -0.004837751945065689)","('van', -0.0016388623265905962)","('cuando', 1.73344934443014e-05)","('de', 1.4318999600930332e-05)","('estos', 6.836787281670446e-06)"
70,"('son', -0.025266465313013093)","('movil', -0.015251287081361087)","('bronx', 0.01381489640516423)","('pero', -0.00048520544823221307)","('no', 0.00036682117147844936)"
71,"('adiccion', -0.011850481606403571)","('kawaii', -0.011783723535037057)","('celular', -0.01025693730468328)","('los', -0.0010537171855240406)","('encontre', 0.00024459114335889854)"
72,"('manos', 0.0016278142525545498)","('peor', 0.0012585649358417051)","('social', -0.0012423749687965446)","('sin', 0.0003755697224582572)","('ahi', 0.00017146910957660755)"
73,"('asi', 0.0015475111088901925)","('operaba', 2.616706817417201e-07)","('banda', 2.5814271392497194e-07)","('la', 1.3842063319449296e-07)","('temible', 1.1531902698984654e-07)"
74,"('desarticulan', 3.5399245516902376e-32)","('dedicada', 1.5408178345487905e-32)","('cosquilleo', 1.4490470567720507e-32)","('al', 5.113929651253992e-33)","('banda', 2.2102529529045692e-33)"
75,"('taponada', 8.068821287404694e-32)","('por', -2.9924372298915145e-32)","('semaforos', 2.459337303189173e-32)","('calle', 2.3931771604142229e-32)","('la', -1.7175639042824798e-32)"
76,"('santi', -0.02036617346151013)","('nos', -0.01260172437137919)","('es', 0.00025302669720844386)","('callados', 0.00022084181309753575)","('en', 0.00011964526923174772)"
77,"('imbecil', -0.008649665178938261)","('seguir', 0.0074428660435336596)","('man', -0.001592107318866251)","('pido', -0.00013131565007125153)","('denunciado', -0.0001150507184433613)"
78,"('usted', -0.004570322119721339)","('van', -0.0018469469426868744)","('ano', -0.001658640924095738)","('los', -0.0006315205500705278)","('com', -0.000601528903299418)"
79,"('ciudad', -0.012527915236453772)","('opcion', -0.004358322341106543)","('real', -0.0009487706259839947)","('inseguridad', 8.07719532583086e-05)","('no', 4.057330445195575e-05)"
80,"('edad', 0.0010197083156127645)","('ley', 0.0009922083551727036)","('hoy', 0.00043867222231167886)","('del', 1.3689768327888346e-05)","('de', -1.340711867464177e-05)"
81,"('edad', 0.0010192592420866732)","('ley', 0.000990402357493923)","('hoy', 0.00044006266866323206)","('estudiantes', -1.5692591927319553e-05)","('policias', 1.4710854373523546e-05)"
82,"('mente', 4.2450343483097365e-32)","('el', -3.212924372921433e-32)","('en', 2.8347735811614735e-32)","('tenian', -2.768836327126463e-32)","('seguramente', 5.2889112010502153e-33)"
83,"('accion', -0.01557946021184975)","('cc', -0.010510949533065018)","('hoy', 0.00451748838807347)","('tres', -0.0022819365843764245)","('los', -0.001310048914145906)"
84,"('dias', 0.0013319512781123548)","('los', -0.00021499537392640454)","('por', 1.325875751088045e-06)","('cuanta', -1.1793309103165713e-06)","('yerba', -1.1184825186478579e-06)"
85,"('asco', 0.0015000381340238708)","('da', 0.0011167928592682467)","('los', -0.00011803868669961022)","('ataca', 1.7234113779656627e-05)","('estupida', -1.3053660167326923e-05)"
86,"('la', 2.288082018212799e-32)","('historia', 1.4134083858229125e-32)","('de', -1.259704586231183e-32)","('conozca', -7.940445868502175e-33)","('pareja', -7.719369103659251e-33)"
87,"('cayeron', -0.004363358455843013)","('los', -0.00048675037983988403)","('del', 4.459106687100295e-06)","('en', 3.301950957856281e-06)","('de', 2.8819154083194452e-06)"
88,"('medellin', 0.0012907810679211051)","('descaro', 2.638344753386719e-07)","('que', 2.588942361709367e-07)","('habitante', 2.3607766645443258e-07)","('de', 2.1940996806450833e-07)"
89,"('comision', -0.026707601645728905)","('distrital', -0.013127518912199215)","('administracion', -0.00852249847663914)","('mes', -0.0065708518224865545)","('tuvo', -0.000517847930151206)"
90,"('da', 0.002245336087683816)","('dia', -0.0014322685029642792)","('hoy', 0.0009466266783994897)","('mejor', -0.00043739774151754313)","('los', -0.0002538935753614282)"
91,"('nacional', -7.282312716198716e-05)","('la', -1.6442162814917215e-08)","('estudiantes', -1.522650912845089e-08)","('universidad', -1.4533544289642309e-08)","('de', -8.10401262363917e-09)"
92,"('favor', -0.002614781141050359)","('la', -6.947517041097692e-07)","('luminarias', -5.349982299177273e-07)","('calle', -4.87686458640846e-07)","('de', -4.752695800271864e-07)"
93,"('lider', -0.008867732574276851)","('celular', -0.007766110498685052)","('social', -0.006561093318594854)","('ser', 0.003841297898443643)","('defensor', 0.001648417636123568)"
94,"('nos', -0.003176961164247997)","('dias', 0.002118596051441871)","('estar', -0.0016227788081287825)","('ser', 0.0014816442084391386)","('mujer', 0.0009654865736391101)"
95,"('poblacion', -0.00571721327863103)","('pais', -0.0020043788075570163)","('ilegal', 0.0011584502173901468)","('es', 3.324988386916012e-05)","('patrocinador', -3.176588953740987e-05)"
96,"('son', -0.02219495054675589)","('sexual', 0.015366971477524154)","('alzar', -0.011919475185484786)","('los', -0.001316553840479508)","('participemos', -0.0007009284603064035)"
97,"('parte', 9.884902648213878e-32)","('por', 4.6293262906161587e-32)","('robo', 2.6134535812031985e-32)","('investigan', 2.5192020816466103e-32)","('presunto', -1.0863345476741289e-32)"
98,"('es', 0.0)","('que', 0.0)","('salio', 0.0)","('drogada', 0.0)","('del', 0.0)"
99,"('son', -0.025241949664143323)","('da', 0.014334073632510585)","('drogas', -0.013631988013323288)","('ver', -0.001636916890735055)","('impresion', -0.0014144598231840499)"
100,"('condicion', -0.001060350326208274)","('aumenta', -2.89172363428779e-07)","('no', -2.5128275840881845e-07)","('atentos', -1.98390324248788e-07)","('la', -1.9414375794046575e-07)"
101,"('sitp', 0.002845121706146825)","('bus', 0.0014347831238789481)","('sur', -0.0011609990275440825)","('autoridades', -4.6298625097865305e-05)","('engorroso', 4.4794110351816306e-05)"
102,"('bus', 0.0032543719826825844)","('re', -0.0029838196366047003)","('atencion', -0.00176865975613611)","('dio', 0.0009346382847052458)","('dos', 0.0008213666080848905)"
103,"('beat', -0.0038359662145005095)","('conductor', 0.0007677381107908331)","('en', -1.0635298811309086e-05)","('y', -9.8733936825012e-06)","('un', -3.314356873088291e-06)"
104,"('ciudad', -0.01683105084310356)","('nos', -0.011425370274637546)","('los', -0.0012730299490602286)","('el', -0.00023586992380790578)","('tombos', 0.00017275010736671998)"
105,"('hoy', 0.0009188948892481496)","('garciam', -0.00023417569011017188)","('esta', -1.0967008237531552e-06)","('que', 9.032278354037092e-07)","('secretaria', -8.182792673720666e-07)"
106,"('unidad', -0.003405650816330479)","('va', 0.0023303706081784503)","('los', -0.00036767069305638)","('probabilidades', -2.4632028120094158e-05)","('de', -2.042675640275316e-05)"
107,"('psicosis', -0.007286573657269533)","('paralisis', -0.007185992306677897)","('como', 0.00011467190031894742)","('hioscina', 7.5472135823568e-05)","('o', -5.2222829502365887e-05)"
108,"('estan', 0.0008751930637559312)","('los', -0.0002354005554983759)","('publicidad', -1.072343112740552e-06)","('darte', 7.516442712666759e-07)","('plata', -5.364989234438918e-07)"
109,"('celular', -0.003236896118760501)","('roba', -3.1811023779715054e-07)","('un', -2.3944975199001887e-07)","('se', -1.4161590501095917e-07)","('quien', -7.860648433167031e-08)"
110,"('caos', -0.12672769175442541)","('ciudad', -0.1101840827083553)","('nos', -0.07055118982636475)","('distrital', -0.05841847353252188)","('administracion', -0.03771034870045412)"
111,"('taxi', 0.0013001752353270703)","('a', 1.7743093961289842e-07)","('estadounidense', 1.3202992045168315e-07)","('y', 1.3106621308335934e-07)","('llego', 1.0657074625114238e-07)"
112,"('anos', 0.0009080935283765423)","('hoy', 0.0008212413425638112)","('pues', -0.0004288654957047556)","('shock', -0.00023328703692616725)","('ahi', 0.00022038707154836782)"
113,"('algun', 0.0011965367466057655)","('peor', 0.0008324087329417043)","('va', 0.00073946714185683)","('mal', 0.0007345848117312552)","('dia', -0.0007137188256499884)"
114,"('favor', -0.002605017217155623)","('ahi', 0.0004350906631791155)","('los', -0.000384298596128465)","('de', 4.416214836041043e-06)","('por', -3.815691822286687e-06)"
115,"('pm', 0.003087253272078287)","('bus', 0.0028200703424259934)","('wev', -0.002806165058719087)","('eitb', -0.0027658773624559727)","('fin', 0.0021704884474899227)"
116,"('admitalon', -0.023658111057507356)","('paz', -0.017543544118275828)","('una', 0.0004477442535673964)","('media', -0.0003741596526407725)","('se', 0.0002654877627241351)"
117,"('son', -0.020417373359852328)","('los', -0.0012239500942498019)","('integrantes', 2.9708235348418157e-05)","('que', -1.8402706773627682e-05)","('temida', 1.2460468761038427e-05)"
118,"('celular', -0.003236422071313237)","('fijo', 9.604467451287846e-07)","('el', 8.448457883685563e-07)","('robarles', 8.158223912970889e-07)","('por', 8.116782957271038e-07)"
119,"('caos', -0.057518270414299286)","('ciudad', -0.04916371042537412)","('poblacion', -0.036844428378238384)","('contaminacion', 0.018646821216804475)","('facil', -0.003925539257778003)"
120,"('parque', -0.0002801667604886024)","('nacional', -7.650206620022027e-05)","('ejercicio', -1.286550207623685e-07)","('seguimos', 3.6394318788343434e-08)","('con', -1.3074674471879838e-08)"
121,"('son', -0.027837541663629888)","('algun', 0.016800872471656906)","('cual', -0.015193072049520619)","('dia', -0.009627778060535438)","('va', 0.009535745471827548)"
122,"('sexual', 0.0035690173321657748)","('bo', -0.0028567847468117216)","('los', -0.00031833635009025156)","('situaciones', -3.268487652585461e-05)","('medidas', -3.2345404096102266e-05)"
123,"('violacion', 0.000872609169864303)","('dolor', -0.0002499041750335758)","('los', -0.00024956283776849536)","('de', -1.5274366775045573e-06)","('maldito', 1.333023125837457e-06)"
124,"('amo', -0.03297203540169732)","('ciudad', -0.030687783205686294)","('peor', 0.015900690926331246)","('pais', -0.008487180060024713)","('mejor', -0.004154679855721528)"
125,"('smog', -0.01007754078879987)","('bus', 0.007045988620485472)","('da', 0.00640607157217691)","('nos', -0.00639737815771753)","('los', -0.0007442224542809093)"
126,"('son', -0.029590909450203384)","('esmad', -0.011693182584185002)","('parque', -0.0017117468998073494)","('nacional', -0.0003424892322460336)","('o', -0.00030412463403804854)"
127,"('dos', 0.0006011322670169754)","('desarticula', 9.741769270080368e-08)","('de', 9.734144502844355e-08)","('grupos', 8.751573684539953e-08)","('delincuencia', 7.432448119356074e-08)"
128,"('debil', -0.004371659867956827)","('los', -0.00047478577517656506)","('es', -6.3179404434129865e-06)","('xs', 3.6873554891101133e-06)","('y', 3.620120463538275e-06)"
129,"('sln', -0.0002765808693176142)","('pura', -7.230260129221302e-08)","('el', -5.486990674278025e-08)","('de', -5.2683037955243925e-08)","('demagogia', -3.799011032104785e-08)"
130,"('vias', -0.00356359433514137)","('parque', -0.0004460327540476424)","('nacional', -0.00012262293147262754)","('cientos', -4.677639815557928e-06)","('este', 2.620384601738148e-06)"
131,"('col', 0.005106787170182442)","('actuacion', -0.0020335134828605686)","('investigar', -4.406601463439666e-05)","('ninas', -4.251119711996561e-05)","('y', 3.604955241760434e-05)"
132,"('carcel', 0.001604517500249212)","('los', -0.0002003366839196124)","('video', -1.905133104614034e-06)","('que', -1.715736459364377e-06)","('fumando', -1.649117125804222e-06)"
133,"('los', -0.00027656050542503583)","('todos', -6.552010253553374e-08)","('hay', -6.538807012904565e-08)","('que', -4.533862990313041e-08)","('reportar', -4.010772555792731e-08)"
134,"('cerrrado', -1.867223593924257e-31)","('un', 1.146611147154185e-31)","('publico', -6.048365568420685e-32)","('espacio', -3.0047715766024636e-32)","('es', 2.5971324478746106e-32)"
135,"('va', 0.0016303956578705453)","('dia', -0.0015544695832425408)","('ayer', 0.0009115010987179938)","('mejor', -0.0004698528523183411)","('y', 1.8676167708745077e-05)"
136,"('roosevelt', -0.037449837636132965)","('poblacion', -0.02744213512961053)","('circular', -0.023811837887321333)","('gente', 0.000640586469657668)","('a', -0.0006170366652094323)"
137,"('razon', -0.006776356373889935)","('tiene', -2.503368377603871e-06)","('toda', -1.8021373636614336e-06)","('dr', -1.6893237913075213e-06)","('la', -1.298215095440147e-06)"
138,"('edad', 0.0010092853562812996)","('oposicion', 0.0005222195682732933)","('anos', 0.0004926219036554008)","('ser', 0.0004893057827221027)","('chad', -0.00011145424879546354)"
139,"('son', -0.02449494992773745)","('familiar', -0.012963897509371592)","('anos', 0.006896204418591295)","('violacion', 0.005410203392478469)","('pais', -0.004853780058523094)"
140,"('son', -0.016130329826955007)","('lopez', -0.010127536923121868)","('asi', 0.0076402711443059)","('plan', 0.006739210540326287)","('lugar', 0.004297698541091839)"
141,"('senor', 0.00037939807597814194)","('ex', -0.0002732062861174829)","('los', -0.00027263808084510845)","('lo', 9.809152849022014e-07)","('con', -7.083756779798323e-07)"
142,"('anos', 0.0009431920043461337)","('dos', 0.0005447697703144335)","('los', -0.00021341180903164232)","('hombre', -0.00021145136085734133)","('bogota', -2.1658570780255455e-06)"
143,"('reunion', -0.004227952414455519)","('sector', 0.0017641919500102404)","('pais', -0.0016849237639951554)","('capital', 0.0005224687218874001)","('director', -0.0004557695456277542)"
144,"('usa', 0.0016150119576840056)","('algun', 0.00140267011742705)","('usar', -0.0012925221471069026)","('va', 0.0008117518416494689)","('mujer', 0.00037867790478385716)"
145,"('son', -0.15215982942875667)","('transnacional', -0.1294638202824216)","('ej', -0.12597307555071635)","('app', -0.07401956859684036)","('ningun', 0.0692978998482147)"
146,"('favor', -0.002870052732218766)","('los', -0.00042539732008295053)","('super', -0.0004250297307737902)","('mas', 1.2772724376681018e-05)","('cosquillean', 5.490029162251781e-06)"
147,"('interior', 0.011543989901733295)","('lider', -0.004991816929823705)","('celular', -0.004178192307896076)","('social', -0.003423279433693097)","('ver', -0.0006712017114070566)"
148,"('celular', -0.0033511988897713934)","('bici', -0.0029632704346036196)","('dias', 0.0027071887779050686)","('hoy', 0.001721838040190283)","('situacion', -0.0008439839255920817)"
149,"('mujer', 0.0007101972700688111)","('hombre', -0.00024284214686759526)","('al', -6.349381180372498e-07)","('para', -5.900032522878747e-07)","('esa', -4.264203211074718e-07)"
150,"('usd', -0.014938560683306023)","('celular', -0.007917266800438723)","('mal', 0.006256093947612693)","('anda', -0.0010797851256753367)","('pareja', 0.00027774269466221836)"
151,"('vial', -0.06994888414793134)","('iluminacion', -0.03511854913972948)","('senalizacion', -0.03483106955116749)","('los', -0.004394436756095216)","('de', 0.0006862811734441077)"
152,"('produccion', -0.03484897378090035)","('ciudad', -0.03204633111289427)","('manos', 0.022054341580294724)","('bici', -0.01624511983348842)","('bien', -0.006001882283350623)"
153,"('esmad', -0.0025787703770410926)","('y', -5.179589757618815e-07)","('del', -5.126120699344254e-07)","('en', -3.9763789018105756e-07)","('lo', -3.5945232307156916e-07)"
154,"('da', 0.001139012193068616)","('peor', 0.0008826718999695831)","('estan', 0.0004540578131492271)","('temor', -0.00013351924158496123)","('transmilenio', 1.3788285439981903e-05)"
155,"('jardin', -0.0035914004322557523)","('infantil', -0.0016949823589800085)","('los', -0.0005052432527842625)","('llevaron', 1.2322031010534738e-05)","('dinero', 1.2270739830532768e-05)"
156,"('dan', 0.001366264336807794)","('los', -0.00021048091840728631)","('de', -2.018078206919585e-06)","('nacionalidad', -1.9940613959479314e-06)","('la', -1.8313291848395557e-06)"
157,"('son', -0.01921074401009213)","('casi', 0.0003435280769074961)","('para', -1.5344964684744075e-05)","('pandemia', -1.0206764974589318e-05)","('mujeres', -9.347829356181039e-06)"
158,"('institucion', 0.0029322109619956483)","('sexual', 0.0022045715397219804)","('superior', -0.0012450618019684341)","('normal', -0.0008969327879798871)","('situacion', -0.0003862175025729783)"
159,"('los', -0.00027657535314650866)","('baja', -3.856238214527237e-08)","('pero', -3.302418801068629e-08)","('el', -3.1850233444228496e-08)","('hurto', -5.7570427568876975e-09)"
160,"('escolar', -0.008128473812700838)","('bus', 0.0054971404007180605)","('lesionados', -0.00010179905628715081)","('entregan', -8.261408645130149e-05)","('video', -8.041540314282592e-05)"
161,"('menor', 0.002340109412250276)","('lider', -0.001261047555069954)","('edad', 0.0011411598568142262)","('hoy', 0.0005061894713589315)","('ayer', 0.00042203412976009395)"
