,feature1,feature2,feature3,feature4,feature5
34,"('son', -0.05600190265318494)","('gran', -0.022533692903455256)","('pero', -0.0008108393291640756)","('causadas', 0.0006900895476148242)","('con', -0.0006712435965651704)"
35,"('los', 0.01678955203038319)","('en', 4.312908357805929e-06)","('movilizarse', 3.938124260863285e-06)","('bogota', 3.3330995402433533e-06)","('es', 2.1379825173957475e-06)"
36,"('vial', 0.19052208585158373)","('ciudad', -0.09266880844538031)","('los', 0.024195404692840285)","('por', 0.0015001707238276266)","('como', 0.0014696063151086024)"
37,"('menor', -0.06097089284847982)","('tijeras', -1.1397985956234135e-05)","('fue', -1.0480082651929786e-05)","('con', -8.040503470031581e-06)","('atacado', -3.193436910147292e-06)"
38,"('para', 1.1255971771254934e-32)","('en', -5.19683338776417e-33)","('trabajamos', 4.703541862512967e-33)","('que', 2.287058934955055e-33)","('las', -3.6716645559405097e-34)"
39,"('esmad', -0.09354476617757258)","('usen', 0.010187000524483526)","('universidad', -0.0004577246304497705)","('quiere', -0.00041384727387269894)","('invocan', 0.0004069756056870236)"
40,"('menor', -0.07658807577631684)","('capital', 0.05307462537196122)","('horror', -0.046625823034472144)","('un', -0.0020981465915121244)","('caso', 0.001182304379040944)"
41,"('arma', -0.08472803134155493)","('ruin', -0.002084737514177958)","('es', -5.888644197212969e-05)","('personas', -4.8594771423693204e-05)","('al', 2.2274576457467458e-05)"
42,"('ciudad', -0.028490647966102303)","('los', 0.011019969802521897)","('donde', 0.000119397123712678)","('falta', 0.0001097729910902326)","('panico', -8.825933577321131e-05)"
43,"('la', 0.0)","('policia', 0.0)","('dira', 0.0)","('que', 0.0)","('como', 0.0)"
44,"('bus', -0.07994349510322708)","('estan', -0.013736582490817313)","('buen', 0.010305979694773237)","('los', 0.005446203308822153)","('codigo', 0.00043228150430170306)"
45,"('bici', 0.35369368531306206)","('ciudad', -0.1023249955250499)","('los', 0.029255794693349425)","('accidente', -0.0016670658505881873)","('un', 0.0015296930370145513)"
46,"('hp', -0.06245240489526696)","('los', 0.011718863067317462)","('mas', 0.0046763747784222265)","('que', -0.00034720112633429193)","('lado', -0.0001780543926770716)"
47,"('ano', 0.1182368149016364)","('mil', -0.049882163724794)","('mas', 0.03166524752547634)","('paz', 0.01654396432788382)","('casas', -0.0007234299827802501)"
48,"('movil', 0.1004151509359127)","('interior', -0.07968039856748271)","('los', 0.03813589472998101)","('licor', 0.008350247934042833)","('hecho', 0.001099916743287622)"
49,"('informacion', 0.15751494938719515)","('los', 0.01115400000332096)","('de', 0.0001343108066165719)","('a', 0.00013087777469980786)","('prevenir', -9.683220859179767e-05)"
50,"('ciudad', -0.04167443818321513)","('desorden', 0.02900709651023933)","('los', 0.015543333156564679)","('drogas', 0.0002974929063851383)","('y', -0.0002681361816934441)"
51,"('arma', -0.11456541917528905)","('sur', -0.08871771539469289)","('coronavirus', 0.04644918174228117)","('celular', 0.024740028594396505)","('los', 0.003928349769576643)"
52,"('edad', -0.07377621408713057)","('medellin', 0.06762499564856889)","('cali', -0.05220306654648146)","('pais', -0.04386703319572697)","('han', -0.002604106600225231)"
53,"('manos', -0.03759115489176647)","('asi', 0.027330272406890174)","('sin', -0.011303910114286067)","('salgan', 0.00017653042497684556)","('por', -0.00015813831283322335)"
54,"('medellin', 0.17088250407848496)","('son', -0.03465757298332517)","('florez', -0.007525144040692764)","('debe', -0.0003859038269559363)","('no', 0.00035137861942141044)"
55,"('drogos', 0.0)","('inmundos', 0.0)","('basofias', 0.0)","('sociales', 0.0)","('vandalos', 0.0)"
56,"('actor', 0.32257468978326564)","('formacion', 0.1300845733878137)","('mil', -0.10431043150021199)","('tv', -0.044435233008618416)","('drogadiccion', -0.036663507644838916)"
57,"('los', 0.01678907628972769)","('sobrepoblado', 3.020034953048012e-06)","('inseguro', 2.899756847818017e-06)","('un', 2.5443115142180216e-06)","('toxico', 2.285407461093262e-06)"
58,"('corrupcion', -0.03521914205369297)","('mal', -0.0319435120049351)","('antro', -0.0020823037941237665)","('drogadiccion', -0.0018273193305292294)","('de', -0.00046912233096879484)"
59,"('mujer', 0.06800189841945167)","('ladron', -0.06619923774551556)","('estacion', -0.06608560935242137)","('de', 0.001323941974508945)","('empujo', 0.001306133255460442)"
60,"('mujer', 0.33394880844816216)","('los', 0.020373421391415895)","('violencia', 0.00017876345996578472)","('hija', -3.6106699935574265e-05)","('media', 3.3515735564133517e-06)"
61,"('sexual', 0.14401952334318474)","('interpersonal', -0.07628877839600175)","('para', 0.0007853988251210764)","('muertes', 0.0004889890626627122)","('violentadas', -0.00047318015530565274)"
62,"('educacion', -0.0249501012240762)","('hp', -0.022341718338507826)","('hoy', -0.013648396527160551)","('superior', -0.011403387459174569)","('los', 0.003664437907923995)"
63,"('cai', -0.01864046896470824)","('edad', -0.01815486440169259)","('menor', -0.013018858389493614)","('ied', -0.010571923819103723)","('aqui', 0.002918324437980341)"
64,"('interior', -0.04266213827329817)","('hoy', -0.04044489542267065)","('institucion', 0.031640803472081785)","('nacional', -0.016144397194993363)","('col', -0.01294073617810507)"
65,"('trancon', -0.07187261693739355)","('parece', -2.18213183526229e-05)","('no', -1.8506955853682062e-05)","('que', -1.4648242515675511e-05)","('les', -1.0932282579071214e-05)"
66,"('dos', 0.13642285638941407)","('policia', 2.8549596669211517e-05)","('auxiliar', 2.5889202679337447e-05)","('la', 2.4648997999017288e-05)","('de', 1.952458227660958e-05)"
67,"('dos', 0.14086210215502437)","('aqui', 0.06916478913704999)","('anos', -0.056669769094041075)","('lugar', -0.031157177838364764)","('habitacion', -0.029878846301622686)"
68,"('celular', 0.08523994592772466)","('andar', 0.07735450747448405)","('el', -0.00032012753533033336)","('por', -0.0002590201487146049)","('me', -0.00011937246241661716)"
69,"('volver', 0.2132132104664951)","('van', 0.07385892417536505)","('a', -0.0012078015035457694)","('cuando', -0.0010462578907930345)","('estos', -0.0007764391848128312)"
70,"('movil', 0.10701315518667001)","('son', -0.0764841290544775)","('bronx', 0.03717339533431128)","('no', 0.0009921393855329666)","('un', -0.0006498745151148275)"
71,"('kawaii', 0.16669861169002773)","('adiccion', 0.16655786891310906)","('los', 0.031998250371444395)","('celular', -0.025903607417201394)","('en', 0.0022337381188946522)"
72,"('social', -0.16009996107852154)","('ahi', 0.0765409715261066)","('manos', -0.04307006327862964)","('peor', 0.03455201242304697)","('los', 0.01964691328793672)"
73,"('asi', 0.03132098509277075)","('banda', 3.906524194621581e-06)","('temible', 3.348842986570993e-06)","('operaba', 2.8163866095161567e-06)","('la', 2.7055949017069375e-06)"
74,"('cosquilleo', 1.3693283637512907e-32)","('desarticulan', 5.7678956544765974e-33)","('dedicada', 2.6213642707747545e-33)","('al', -1.645858152260484e-33)","('banda', 1.3193299333791016e-33)"
75,"('la', 0.0)","('calle', 0.0)","('taponada', 0.0)","('por', 0.0)","('semaforos', 0.0)"
76,"('santi', -0.011319031458491079)","('todo', -2.2724954709337066e-06)","('que', -2.128348931618953e-06)","('haga', -2.023353099717479e-06)","('lo', -1.961544067004235e-06)"
77,"('man', -0.030105320924492557)","('imbecil', -0.00830690346656705)","('seguir', -0.008098235586448633)","('merecido', -0.00022285535511306064)","('pasado', 0.00015914422468124286)"
78,"('usted', -0.1483059898332847)","('ano', 0.07213924655489316)","('van', 0.0355758369867024)","('los', 0.015027419408461449)","('com', 0.011860130864859916)"
79,"('ciudad', -0.019648113459366547)","('real', -0.009853456586979855)","('mas', 0.009114637634535934)","('opcion', -0.006385684532753713)","('km', -0.00017200072768780637)"
80,"('edad', -0.028683339535318243)","('ley', -0.02632551792380383)","('hoy', -0.014851857294252558)","('estudiantes', -0.0006517368417815314)","('menores', 0.0005895009895780722)"
81,"('edad', -0.028996977047089492)","('ley', -0.02549091461041531)","('hoy', -0.01564312577325032)","('a', -0.0007405073301452317)","('detuvieron', -0.0006521957753125241)"
82,"('seguramente', 1.5218949338091437e-32)","('en', 7.996940009613237e-33)","('mente', 7.377524358604679e-33)","('tenian', 6.178950109354409e-33)","('el', 3.402618184302826e-33)"
83,"('accion', 0.11986601126752502)","('hoy', -0.11872138433541714)","('delincuencial', 0.08082274589241481)","('tres', -0.022924283467194842)","('los', 0.013304579569000568)"
84,"('dias', -0.018325131995164883)","('los', 0.01015253132141289)","('verdad', -0.00023635494061235892)","('matado', 0.00016130500763332105)","('manosean', 0.00015512676057233109)"
85,"('da', -0.10499651621465085)","('los', 0.011569748712919395)","('mas', 0.00587358581989109)","('asco', 0.00464161194123234)","('no', 0.0005528365206908079)"
86,"('conozca', 0.0)","('la', 0.0)","('historia', 0.0)","('de', 0.0)","('pareja', 0.0)"
87,"('los', 0.016789176475399948)","('cayeron', 3.0184323526723208e-06)","('del', 2.2762165313878478e-06)","('rojos', 2.12003702516894e-06)","('senalados', 1.3092823825893773e-06)"
88,"('medellin', 0.19451904732714245)","('que', 4.490505504408417e-05)","('habitante', 4.311720051860275e-05)","('descaro', 4.197393495838868e-05)","('de', 2.1107663104318125e-05)"
89,"('administracion', 0.24173192663062945)","('mes', -0.14984468783004443)","('distrital', 0.0954320448500982)","('comision', -0.09476105054121961)","('bogota', 0.004195150232391087)"
90,"('da', -0.1702127195104079)","('mejor', 0.1070627482401793)","('hoy', -0.05027592575603135)","('dia', 0.046458726327697965)","('los', 0.01300115460717613)"
91,"('nacional', -0.0071122371153705495)","('estudiantes', -1.9856686508170635e-06)","('de', -1.682573548679272e-06)","('universidad', -1.3139877602556279e-06)","('la', -1.2011420923213116e-06)"
92,"('favor', 0.1027755702253941)","('luminarias', 2.524944926749464e-05)","('la', 2.2821511800708453e-05)","('calle', 2.123211306179617e-05)","('de', 1.8955083651020566e-05)"
93,"('social', -0.24499204814040396)","('ser', 0.1786988974598021)","('defensor', 0.1647382503209887)","('lider', 0.12154932784288143)","('ddhh', 0.10747341633894417)"
94,"('ser', 0.1634081138815511)","('temor', -0.13972921767412588)","('mujer', 0.1243044709238724)","('ahi', 0.12403415967750699)","('estar', -0.11665060364871667)"
95,"('poblacion', 0.16848744746279962)","('pais', -0.12122888649516061)","('ilegal', -0.10818602919143684)","('y', 0.0039017327506277806)","('liga', 0.0032604382724264165)"
96,"('alzar', 0.46510834349114194)","('sexual', 0.17537062622869062)","('los', 0.07003363381218629)","('son', -0.03417492539333398)","('de', 0.001515568977779886)"
97,"('investigan', 0.0)","('presunto', 0.0)","('robo', 0.0)","('por', 0.0)","('parte', 0.0)"
98,"('es', 0.0)","('que', 0.0)","('salio', 0.0)","('drogada', 0.0)","('del', 0.0)"
99,"('da', -0.03139568138627439)","('son', -0.015777272554301797)","('ver', -0.015440608383737084)","('impresion', -0.006373536635605418)","('asombro', 0.0008674813726781481)"
100,"('condicion', -0.06021727749179809)","('aumenta', -1.6045397964079506e-05)","('no', -1.315833194366041e-05)","('la', -1.1850801416682234e-05)","('atentos', -1.0616905889168646e-05)"
101,"('sur', -0.04359095487382694)","('bus', -0.04252054327831103)","('sitp', 0.005459070098244352)","('mas', 0.00279866159286667)","('tramite', -0.001345401279310661)"
102,"('atencion', 0.3525566153067503)","('bus', -0.28928113914293535)","('dos', 0.1126427244768695)","('re', -0.0743226865900735)","('dio', -0.03989630766752657)"
103,"('conductor', -0.028701122550868065)","('beat', 0.004403682677595453)","('de', -0.0001491534843115545)","('golpeado', -0.0001086228542195137)","('en', -6.006733546686628e-05)"
104,"('ciudad', -0.02827989409511095)","('los', 0.010882322610476766)","('a', -0.0001809204754836594)","('nos', -0.00014387285310481088)","('la', 0.00012912948708338447)"
105,"('hoy', -0.03977785827308367)","('garciam', -0.015179348336289148)","('en', -0.00013029310407693025)","('camuflados', -0.00010594799289143629)","('seguridad', -7.873815070280182e-05)"
106,"('va', -0.09913249779351059)","('los', 0.006178670236460489)","('unidad', -0.004191012577468231)","('y', -0.0003025432556159681)","('hospitalizan', 0.0002487561535141439)"
107,"('lo', 0.0)","('drogo', 0.0)","('con', 0.0)","('escopolamina', 0.0)","('tambien', 0.0)"
108,"('estan', -0.029065732681223713)","('los', 0.013302629751620991)","('cuanta', 8.08070502598144e-05)","('publicidad', 7.236426182907879e-05)","('transmiseria', 5.038983153645443e-05)"
109,"('celular', 0.07241622383946514)","('quien', 4.697226086903731e-06)","('roba', 4.090040967492743e-06)","('un', 2.8984153503964636e-06)","('se', 2.2285722796002224e-06)"
110,"('administracion', 0.17048682422924746)","('pais', -0.09856600380137005)","('caos', -0.06746553251774724)","('distrital', 0.06125771190954625)","('ciudad', -0.03129788474208024)"
111,"('taxi', -0.08085364937304775)","('llego', -1.1986222853192131e-05)","('y', -1.088805831891505e-05)","('estadounidense', -1.0765313936709834e-05)","('a', -8.92807024404582e-06)"
112,"('pues', -0.03552739295965743)","('camion', -0.029538331220365123)","('ahi', 0.019725966203496918)","('anos', -0.014340767408354799)","('shock', -0.014142629624676686)"
113,"('va', -0.27461889933122313)","('administracion', 0.14146125737772458)","('ano', 0.07860767288657985)","('bicis', -0.05900670850500757)","('mal', -0.05079060957212881)"
114,"('ahi', 0.14989752843508436)","('favor', 0.14344867631626002)","('los', 0.08320106484789866)","('en', -0.0015574887961993136)","('piedra', -0.0010173121568884688)"
115,"('bus', -0.14000812120559575)","('fin', 0.1343654699660508)","('pm', -0.09368735604616757)","('conductor', -0.030230707178699825)","('ente', -0.02457022103690996)"
116,"('admitalon', -0.011883408686617193)","('paz', 0.009255313621233696)","('delito', 0.00010940206149972006)","('cosa', -0.00010882688180883346)","('al', -0.00010677937474857748)"
117,"('son', -0.052824833090794686)","('los', 0.012099339832713229)","('de', -0.00010671665997875035)","('banda', 0.00010026467910142666)","('ayudaba', 9.035736848363738e-05)"
118,"('celular', 0.07240164152400638)","('por', -1.9400174692325927e-05)","('fijo', -1.9362143871490763e-05)","('el', -1.8291133338084573e-05)","('robarles', -1.4881562064711365e-05)"
119,"('poblacion', 0.3961351991725832)","('caos', -0.055463581498795614)","('capital', 0.05411521925679689)","('ciudad', -0.02990824280944)","('contaminacion', -0.008894826927729355)"
120,"('nacional', -0.003140663790424707)","('parque', 0.0010585294113367816)","('conmemorando', -0.00010490022237623501)","('violencia', -7.62515189370503e-05)","('ninas', -5.985004193562497e-05)"
121,"('va', -0.12225654399808042)","('algun', 0.03246745261259033)","('son', -0.02839714976421555)","('dia', 0.016325613943946108)","('cual', -0.01188423884011438)"
122,"('sexual', 0.12934989662146154)","('bo', -0.11724832267268148)","('los', 0.014773986089441278)","('que', 0.001846542592847694)","('sufren', -0.001365088046792603)"
123,"('violacion', -0.03654378806443616)","('dolor', -0.01926408633730218)","('los', 0.008509271395718353)","('se', -0.00033232379694172424)","('pequenos', -0.0002495371971578093)"
124,"('mejor', 0.12249495539265563)","('pais', -0.10141707394141096)","('corrupcion', -0.08873827240468606)","('peor', 0.07229168734975826)","('ciudad', -0.03026863187742541)"
125,"('bus', -0.04972686062399275)","('da', -0.03179254271925643)","('los', 0.0034460817067479854)","('nuestros', -0.0011672603599376667)","('cesen', 0.0010168449385746425)"
126,"('esmad', -0.054710112722194414)","('son', -0.021933191126523453)","('nacional', -0.005128852805274592)","('parque', 0.001478744211119161)","('y', -0.0006130881910646391)"
127,"('dos', 0.13642306316150102)","('delincuencia', 2.503630082323609e-05)","('desarticula', 2.378600590001918e-05)","('grupos', 2.1684985628686185e-05)","('de', 1.9479415304445782e-05)"
128,"('los', 0.0314260387669743)","('debil', -0.01603741215426601)","('una', -6.0226746731159846e-05)","('pantalones', -5.297776385221592e-05)","('es', 5.1193548594151845e-05)"
129,"('sln', 0.0006551312668259412)","('el', 1.63696525196035e-07)","('demagogia', 1.5293051524868442e-07)","('pura', 1.5277257457116988e-07)","('de', 1.2452242436501107e-07)"
130,"('vias', 0.02517426024195822)","('parque', 0.013542374363874612)","('nacional', -0.011440683071643353)","('lidero', -0.00033284697927869755)","('hombres', -0.00032200179965794824)"
131,"('col', -0.011995519391950787)","('actuacion', -0.01104149898442082)","('presuntos', -0.0001467708661819123)","('contra', -8.74384283797714e-05)","('colegio', -8.441829829786111e-05)"
132,"('los', 0.01492668623167799)","('carcel', -0.0033807816106110064)","('fumando', 4.8710367682510204e-05)","('ese', -3.077315086832818e-05)","('de', -3.0582056379026217e-05)"
133,"('los', 0.016789692526001303)","('todos', 3.6313910589255563e-06)","('reportar', 3.183585716126692e-06)","('que', 2.9242492481416424e-06)","('hay', 2.2749639101091855e-06)"
134,"('es', 0.0)","('un', 0.0)","('espacio', 0.0)","('publico', 0.0)","('cerrrado', 0.0)"
135,"('va', -0.12331489878920678)","('ayer', -0.07390383238008666)","('mejor', 0.0502868761018236)","('dia', 0.013717487811944111)","('muy', 0.004802600185054983)"
136,"('poblacion', 0.22905951179469258)","('roosevelt', -0.12046985065970223)","('ud', 0.0016642881914331765)","('poner', -0.0012692113750599114)","('y', 0.0011358620880599427)"
137,"('razon', -0.05819472578558579)","('la', -1.7191805775500663e-05)","('dr', -1.3706040970324176e-05)","('toda', -1.2184408370138688e-05)","('tiene', -9.174695847274016e-06)"
138,"('oposicion', -0.05053712064077543)","('edad', -0.04973503904170391)","('ser', 0.04504438459736316)","('chad', -0.02813566918195319)","('anos', -0.022944693096438862)"
139,"('mujer', 0.05038346397370113)","('pais', -0.04014850181579067)","('son', -0.032656893657960706)","('anos', -0.027220340896833825)","('violacion', -0.01915978716619513)"
140,"('plan', 0.14366914452170423)","('capital', 0.11340792999174422)","('lopez', 0.08772444947001809)","('lugar', -0.07686018082223584)","('son', -0.0455341185214106)"
141,"('senor', -0.04892650842623226)","('ex', -0.010208633096916256)","('los', 0.0075155411270566306)","('su', -0.000343235290538461)","('me', 0.00019575197234746)"
142,"('dos', 0.12758723552020193)","('anos', -0.06976055049124624)","('los', 0.026386465033394993)","('a', 0.00082960241284916)","('brazos', 0.00045247316653033943)"
143,"('sector', 0.37681907129641)","('director', 0.1252219099046928)","('capital', 0.1224440884399965)","('reunion', 0.061891598394031626)","('pais', -0.05798094428520064)"
144,"('va', -0.2474697033350609)","('mujer', 0.0678352678606214)","('algun', 0.043719287074803666)","('usar', 0.04074730179618305)","('usa', -0.01819550553654101)"
145,"('son', -0.04729343968218729)","('app', 0.04149163749660558)","('ningun', -0.017688657643809648)","('ej', -0.0024962044750803563)","('transnacional', -0.0021435194558082063)"
146,"('favor', 0.0901195661184905)","('super', -0.056516359137757155)","('los', 0.01919555424542551)","('mas', 0.006071183911634386)","('y', 0.0006799306886001711)"
147,"('social', -0.10977123762568773)","('lider', 0.04227735350464762)","('ver', -0.03785540652778301)","('celular', 0.025983222822744928)","('interior', -0.02570472258283952)"
148,"('situacion', 0.15426105021339584)","('bici', 0.15097553067333827)","('celular', 0.11697782927282771)","('urge', -0.06766122742347894)","('hoy', -0.050743951028133345)"
149,"('mujer', 0.13431743910298677)","('hombre', -7.252549423918345e-05)","('basa', 3.0271429107696836e-05)","('esa', 2.5400249656414957e-05)","('manera', 2.3112284879537066e-05)"
150,"('celular', 0.1702002059911569)","('mal', -0.07003204878316965)","('usd', 0.004872547345668452)","('anda', 0.003876317542174512)","('huya', -0.0007671707200305794)"
151,"('vial', 0.16327964824129496)","('senalizacion', 0.15683507333927438)","('iluminacion', 0.1553394986086432)","('los', 0.13042137487581038)","('mas', 0.05208707353165874)"
152,"('bici', 0.1163238660112156)","('produccion', -0.06389214583123388)","('manos', -0.04831774231414877)","('bien', 0.03194336185551011)","('ciudad', -0.014680075604309895)"
153,"('esmad', -0.08087583543655714)","('en', -1.8889711209742705e-05)","('del', -1.242569211216323e-05)","('lo', -1.2342621583822955e-05)","('y', -7.239231668717855e-06)"
154,"('da', -0.050368575238932276)","('temor', -0.038982104629209466)","('peor', 0.017895991408582793)","('estan', -0.009574900245371996)","('llenos', 0.0008980853436372082)"
155,"('infantil', 0.02779822678538743)","('los', 0.022178163161703308)","('jardin', -0.013632194628889292)","('se', -0.00023977045137170308)","('las', 0.0001904420529356343)"
156,"('dan', -0.08073274528399763)","('los', 0.008506944240125162)","('nacionalidad', 0.0002217103817540758)","('ladrones', 0.00017200433488769422)","('de', 0.00015941820577152413)"
157,"('casi', -0.04374895742669355)","('son', -0.02764552588375553)","('en', 0.0005810228391600827)","('ellas', -0.0005033055135640075)","('de', -0.00027052082650833975)"
158,"('situacion', 0.15284206757033508)","('sexual', 0.13257008520768426)","('superior', -0.08350321707031208)","('institucion', 0.06255008933782774)","('normal', -0.030375543037436833)"
159,"('los', 0.01679009844530111)","('baja', 2.363038633932311e-06)","('hurto', 1.7345755900158794e-06)","('el', 1.2678568370414764e-06)","('pero', 1.2664512656617578e-06)"
160,"('bus', -0.07055978866964138)","('escolar', -0.0034437945688339773)","('video', -0.0001926953542849542)","('parte', -0.00018827749019858825)","('el', 0.00011704978700484318)"
161,"('ayer', -0.08586965596745767)","('lider', 0.07823519981700537)","('edad', -0.0587268294201651)","('menor', -0.04687655160682473)","('hoy', -0.02467388764155318)"
162,"('defensor', 0.12614727819349905)","('celular', 0.08693197167956643)","('oye', -0.04192451226768889)","('arley', 0.019228348699039405)","('quitaron', 0.0016329664286726397)"
163,"('sitp', 0.010655923229394597)","('en', 1.6681967112935397e-06)","('tiempo', 1.216986972947074e-06)","('el', 1.0874642958530553e-06)","('vivo', 5.382878489156518e-07)"
164,"('dis', -0.03153852060769095)","('estan', -0.02206960114809155)","('mas', 0.00365273022009749)","('en', -0.00023778673885395778)","('dando', -0.00015867529646958455)"
165,"('medellin', 0.19452669607476897)","('habria', 4.18969750917909e-05)","('de', 3.9752400686194464e-05)","('calle', 3.430012147938913e-05)","('habitante', 2.0212049833287564e-05)"
166,"('especial', -0.09762691537493728)","('jurisdiccion', -0.07823721157320804)","('sexual', 0.05180012193904803)","('paz', 0.005434872183542624)","('nacional', -0.002513015711342218)"
167,"('estar', -0.05696619174059628)","('deben', -3.449912250662786e-06)","('en', -3.3422859456281413e-06)","('ya', 1.1300489933502027e-06)","('libertad', -1.872864122759811e-07)"
168,"('sur', -0.07851178859460486)","('sitp', 0.00812828133567596)","('pension', -0.007710891554196958)","('infantil', 0.007166452439805045)","('voraz', -0.001700960125610717)"
