,feature1,feature2,feature3,feature4,feature5
81,"('hoy', -0.011719668235674878)","('ley', -0.006415750671900572)","('edad', -0.0042651434293980075)","('agredieron', -0.0001947820546809225)","('yo', -0.00017497108591006086)"
82,"('seguramente', 0.0)","('tenian', 0.0)","('en', 0.0)","('mente', 0.0)","('el', 0.0)"
83,"('accion', -0.025283792326083663)","('hoy', -0.01767981398278423)","('los', 0.012168029716619951)","('cc', 0.00581270819784742)","('tres', -0.005526671203350255)"
84,"('dias', -0.019815825911731026)","('los', 0.011898105753174274)","('gente', 0.00016217504062095872)","('a', 0.0001343798088924322)","('todas', -0.00012137544841246276)"
85,"('da', -0.03965913275019223)","('mas', -0.03507532100124628)","('los', 0.01941582953709128)","('asco', 0.01652512831209251)","('gente', -0.0014729946926235421)"
86,"('conozca', -2.0300937690261684e-33)","('la', -1.4534531221994841e-33)","('historia', 9.447198537772667e-34)","('pareja', -3.1367768329606296e-34)","('de', 2.9756055551524206e-34)"
87,"('cayeron', 0.04633753044053645)","('los', 0.028090643701096235)","('senalados', -0.0002780324457373941)","('robo', -0.0002574199368828926)","('de', -0.00022451850624755125)"
88,"('medellin', 0.005979504992713887)","('descaro', 1.2956462795567162e-06)","('que', 1.2779101902979978e-06)","('de', 1.000979081750281e-06)","('habitante', 9.862773409845216e-07)"
89,"('mes', -0.010406949128528315)","('distrital', -0.009528530477559666)","('administracion', -0.00862348210308489)","('comision', 0.004595770680626591)","('agridulce', -0.0004417621337409611)"
90,"('da', -0.006209955965979843)","('hoy', -0.00565914782112839)","('dia', -0.004883388642972399)","('mejor', -0.003851540739692708)","('los', 0.0019944708182283474)"
91,"('nacional', -0.01878739275795626)","('estudiantes', -4.69815004174675e-06)","('de', -4.024045025852004e-06)","('universidad', -3.3027779069682028e-06)","('la', -2.670487390708069e-06)"
92,"('favor', -0.024655536081387406)","('calle', -5.79238842476325e-06)","('de', -5.564980724022711e-06)","('luminarias', -5.313666247942293e-06)","('la', -3.333875306591183e-06)"
93,"('lider', -0.011422689589088075)","('ser', -0.011127648500530234)","('celular', -0.007555564604609171)","('qua', 0.005582126156971109)","('badcrim', 0.00545934263744296)"
94,"('mujer', -0.010792875975911076)","('ahi', -0.00940617289134155)","('nos', 0.006496381397345543)","('temor', -0.005712904429757453)","('ser', -0.005229448258858567)"
95,"('pais', -0.011837258020837474)","('poblacion', -0.010688893047276321)","('ilegal', 0.00868774997500862)","('es', -0.00013782462343864876)","('casa', 0.00011392338440617033)"
96,"('los', 0.07168011835610882)","('sexual', -0.03867574893052396)","('son', 0.025258791335603173)","('alzar', 0.009990750542848821)","('del', 0.0007864594938498872)"
97,"('investigan', 0.0)","('presunto', 0.0)","('robo', 0.0)","('por', 0.0)","('parte', 0.0)"
98,"('es', 0.0)","('que', 0.0)","('salio', 0.0)","('drogada', 0.0)","('del', 0.0)"
99,"('da', -0.032127400205975605)","('drogas', 0.017193246403613263)","('ver', -0.010278983490730894)","('son', 0.008028521883330185)","('impresion', -0.002674001970471457)"
100,"('condicion', -0.010603059912694062)","('la', -2.5647260151723846e-06)","('no', -2.2298339906646113e-06)","('atentos', -2.061933734911262e-06)","('aumenta', -1.970957488940424e-06)"
101,"('sitp', -0.0035837311325733093)","('bus', -0.0033620206710006403)","('sur', -0.0032049397700761335)","('mas', -0.0031037355982219635)","('usuarios', -0.0003502792056290242)"
102,"('dos', -0.009207402058014052)","('bus', -0.006926775609617128)","('dio', -0.0034631404895698373)","('atencion', -0.001685329694333196)","('re', 0.0012168175405630256)"
103,"('conductor', -0.02858634893781095)","('beat', 0.0042428616778678735)","('amordazado', 0.00011333694613989828)","('robado', 0.00010162360345102882)","('de', 3.5387163218185175e-05)"
104,"('nos', 0.03712619206052137)","('los', 0.024811799917874026)","('ciudad', -0.01932969767593689)","('una', 0.00027431903270057275)","('pendejada', 0.00026129403075283243)"
105,"('hoy', -0.02973260144957673)","('garciam', 0.00941559150021996)","('lo', -0.00024183517944738678)","('que', 0.0001751915992029082)","('causa', 0.0001403150245854648)"
106,"('va', -0.03849936697274896)","('los', 0.01029862108637218)","('unidad', 0.006565649459248137)","('tiene', 0.0003427990671532217)","('probabilidades', -0.00025448542617420106)"
107,"('psicosis', 0.048919858260772775)","('paralisis', 0.04866959390344808)","('conocida', -0.0003366611128989043)","('en', -0.0002151696735721495)","('escopolamina', -0.00016424747100263296)"
108,"('estan', -0.03338891563089586)","('los', 0.007946513570373646)","('tanta', -0.00022447680234169543)","('de', -0.00016179980306027956)","('se', 0.00015199955621050693)"
109,"('celular', -0.009841701300301358)","('quien', -8.967419256250258e-07)","('un', -8.624536102592224e-07)","('roba', -6.276678076228305e-07)","('se', -2.3082208322523957e-07)"
110,"('estan', -0.016776155511394573)","('aqui', 0.011733972718559707)","('distrital', -0.011663433964415831)","('administracion', -0.010984170912983484)","('caos', -0.009290587904226747)"
111,"('taxi', -0.004405195514688461)","('y', -9.029668561589378e-07)","('a', -5.153036247665697e-07)","('llego', -4.5071309535175615e-07)","('estadounidense', -4.454666105473659e-07)"
112,"('mas', -0.0031922968670432157)","('hoy', -0.00306292204455797)","('ahi', -0.0029470879958140342)","('anos', -0.002729489277816259)","('pues', -0.0018839233275800681)"
113,"('va', -0.0035059212371392973)","('algun', -0.002970747909497099)","('dia', -0.0027224193833385274)","('mal', -0.00237787735220284)","('ano', -0.0019594229180044994)"
114,"('favor', -0.024361957101453734)","('ahi', -0.018399571668463968)","('los', 0.012110631134174852)","('con', -0.0005567173032792321)","('cr', 0.0005058008854503333)"
115,"('conductor', -0.016948757172871195)","('bus', -0.015690849569077972)","('fin', -0.012453923704228534)","('eitb', 0.007959538560042431)","('wev', 0.0076397576381493516)"
116,"('paz', -0.02445430586338026)","('admitalon', 0.010878913608906107)","('un', 0.00030340326950867823)","('colombia', 0.00027407988823963537)","('delito', -0.00022378293334324986)"
117,"('los', 0.02257550613089502)","('son', 0.015674551606147568)","('un', 0.0002053721566242165)","('en', -0.00012590960703297408)","('ladrones', -0.00010647186077339709)"
118,"('celular', -0.00983969298273933)","('robarles', 2.481483818156287e-06)","('el', 2.453754072858162e-06)","('fijo', 2.339539809037757e-06)","('por', 2.050696927956046e-06)"
119,"('mas', -0.003877594599064314)","('poblacion', -0.003626723195611112)","('caos', -0.0024849853397759473)","('facil', -0.002443585909799157)","('capital', -0.002263802993482032)"
120,"('nacional', -0.02586181939690918)","('parque', 0.010561637438652374)","('permitir', -0.00016155344535829163)","('conversatorio', 0.0001482188054918393)","('las', -0.00013768212254211402)"
121,"('va', -0.01859985877810988)","('dia', -0.015532361447939342)","('algun', -0.013094077427333194)","('los', 0.007027544316838172)","('hombre', 0.006892248543057552)"
122,"('sexual', -0.021798644994246507)","('los', 0.01442542306156948)","('bo', 0.009833611773056871)","('integridad', 0.0001623870971532235)","('este', 0.00015594792975104498)"
123,"('violacion', -0.0224696751488192)","('los', 0.009027664383705808)","('dolor', -0.0046714312062924625)","('ninos', 0.00023270830435146963)","('y', 0.00019977886554312593)"
124,"('mejor', -0.016215869844754413)","('pais', -0.010077115962413011)","('corrupcion', -0.00839609845600503)","('amo', 0.008032596417908119)","('los', 0.007379018622829573)"
125,"('bus', -0.04976579735565033)","('da', -0.022999114390659665)","('nos', 0.013492006689005758)","('smog', 0.010219575382972874)","('los', 0.00835043551902672)"
126,"('esmad', -0.026049126440189682)","('nacional', -0.013529244696190048)","('parque', 0.006082358341079624)","('son', 0.004478228102289093)","('mujeres', 0.0005878191308405173)"
127,"('dos', -0.026779624340523514)","('delincuencia', -6.05830876066364e-06)","('grupos', -5.554589022218214e-06)","('de', -5.208572911440328e-06)","('desarticula', -3.5717467589631345e-06)"
128,"('los', 0.050157421769833364)","('debil', 0.016305097573034874)","('contra', 0.0002346034448248018)","('para', 0.00018167654272992806)","('xs', -0.00018099119395518918)"
129,"('sln', 0.017299255947236174)","('pura', 4.121517187052322e-06)","('el', 4.063963242897718e-06)","('de', 3.894545304372505e-06)","('demagogia', 3.0679657619713116e-06)"
130,"('vias', -0.016915620587538444)","('nacional', -0.014160996283296841)","('parque', 0.00605362332021377)","('evento', -0.00039801001122625475)","('este', 0.0002893121550065989)"
131,"('actuacion', 0.011013570813107849)","('col', -0.00214672509746708)","('de', 6.173168976594573e-05)","('jovenes', -4.1721447974592076e-05)","('el', -3.955610443618301e-05)"
132,"('carcel', -0.03517040179899759)","('los', 0.007720826527063137)","('y', -0.00027535054693184497)","('fumando', 0.00023079207142917687)","('para', 0.0001721312553279835)"
133,"('los', 0.01729898667932936)","('todos', 5.514335224775035e-06)","('hay', 4.154895318537856e-06)","('reportar', 3.3900450596415214e-06)","('que', 3.246258563498576e-06)"
134,"('es', 0.0)","('un', 0.0)","('espacio', 0.0)","('publico', 0.0)","('cerrrado', 0.0)"
135,"('va', -0.005492475468960067)","('dia', -0.004059986624034145)","('ayer', -0.00343434674781613)","('mejor', -0.0029953098152674163)","('actividades', -0.00034373230580843833)"
136,"('poblacion', -0.03379441193912944)","('circular', 0.026234273696219754)","('roosevelt', 0.014099602659895476)","('poner', 0.000598982756602448)","('para', -0.00039381494247579406)"
137,"('razon', -0.005756880518414052)","('dr', -1.4912069688089513e-06)","('la', -1.3242844816960238e-06)","('tiene', -1.2333215484107436e-06)","('toda', -1.1410896222798356e-06)"
138,"('anos', -0.02284022490422517)","('chad', 0.01463524859045196)","('ser', -0.014477716802450233)","('edad', -0.009830740031648954)","('oposicion', 0.0025091926548989267)"
139,"('mujer', -0.008452177077270523)","('anos', -0.006160274083249931)","('violacion', -0.005270948645715158)","('pais', -0.003420579683720908)","('son', 0.0019905485715371726)"
140,"('asi', -0.008322042804596908)","('lopez', -0.004592851807065712)","('capital', -0.0041177161581288655)","('plan', -0.0027422177434482512)","('son', 0.002276859921413278)"
141,"('senor', -0.04690379642720244)","('ex', 0.013851035307482933)","('los', 0.012198970356629802)","('fiestas', 0.0005792271686528459)","('no', 0.0005115188039202151)"
142,"('dos', -0.028007755834491735)","('anos', -0.015452111699709723)","('los', 0.005357295658422143)","('hombre', 0.005234739977716467)","('en', 0.0007867201635752312)"
143,"('sector', -0.030532708568522818)","('capital', -0.026991081350620102)","('director', 0.02411525706069279)","('pais', -0.009211006353613386)","('reunion', 0.00748574703492881)"
144,"('va', -0.00485787038899443)","('mujer', -0.004619444108527978)","('algun', -0.0037837614845720726)","('usar', -0.0016954430512987992)","('usa', -0.0007967777518933872)"
145,"('ningun', -0.024651160658542972)","('ej', 0.005892495124875513)","('transnacional', 0.005646812072162624)","('son', -0.0027130342628738768)","('las', -0.00021392548933910047)"
146,"('favor', -0.022715486221085195)","('mas', -0.018583566269738578)","('super', 0.006109568431527495)","('los', 0.0056387159243027046)","('por', -0.0008119541216195187)"
147,"('lider', -0.0044340293987929595)","('social', -0.0040576864673578525)","('interior', -0.0038362532384989337)","('ver', -0.0036174881782860308)","('celular', -0.002650648301005566)"
148,"('hoy', -0.004175976997685707)","('situacion', -0.004101713095578684)","('sin', -0.0029632671667420133)","('dias', -0.002162551737713732)","('bici', -0.0016291610273690307)"
149,"('mujer', -0.03241487905785637)","('hombre', 0.008432404208611018)","('habia', 0.00021697785911803773)","('casos', -0.00018962519135535635)","('que', 0.00017247888329593962)"
150,"('celular', -0.015079398346505995)","('mal', -0.013002576062878765)","('usd', 0.008427659145453643)","('anda', -0.001455151797010888)","('algo', -0.0003283292566688592)"
151,"('vial', -0.03859515181271385)","('mas', -0.03233573400181572)","('los', 0.017729619644198627)","('iluminacion', 0.006157752009540636)","('senalizacion', 0.004637745133358533)"
152,"('mas', -0.010642421318951763)","('bien', -0.009148417859161893)","('bici', -0.004985022071492541)","('produccion', 0.0041047572584885375)","('ciudad', -0.0028659619547875513)"
153,"('esmad', -0.025373132118150805)","('en', -5.6793867273124866e-06)","('lo', -5.271812559016892e-06)","('del', -4.940301465688765e-06)","('y', -2.618405111037166e-06)"
154,"('estan', -0.007689362371445691)","('da', -0.006784430317733704)","('temor', -0.003890127830780434)","('peor', -0.0007144103733893157)","('este', -0.0003402960735684899)"
155,"('jardin', -0.01568306065960971)","('los', 0.010318570069727081)","('infantil', -0.00908550719262064)","('llevaron', 0.00013287818920214368)","('indignante', -0.00012932923502603295)"
156,"('dan', -0.03184739682313923)","('los', 0.008382381574736447)","('ladrones', 0.00036936733431076446)","('nacionalidad', 0.000324278384908685)","('no', 0.00018498444864630217)"
157,"('casi', -0.022388533970451492)","('son', 0.007179072304599707)","('para', -6.837753140818934e-05)","('ninas', 5.599931001573505e-05)","('pandemia', 5.490643539896107e-05)"
158,"('situacion', -0.016738627796404303)","('sexual', -0.008839452188487213)","('superior', 0.005112679115292406)","('institucion', -0.0046295653981990375)","('normal', 0.0006937536603071771)"
159,"('los', 0.017300965546226326)","('pero', 1.995892018784224e-06)","('baja', 1.6593240186370512e-06)","('hurto', 1.2632548169890592e-06)","('el', 1.0237683266264886e-06)"
160,"('bus', -0.03247431436405196)","('escolar', 0.011599246383402716)","('entregan', 0.00019514644674520882)","('accidente', -0.00014616450486409658)","('parte', 9.416114886664115e-05)"
161,"('hoy', -0.0025111134763309154)","('mas', -0.002441078696661246)","('lider', -0.002043029167501599)","('ayer', -0.002004459309794745)","('menor', -0.0015801427951270587)"
162,"('celular', -0.013641805399020449)","('arley', 0.013411189567102279)","('defensor', -0.009811562604477866)","('oye', 0.007993939652013322)","('el', 0.00018312185251342296)"
163,"('sitp', -0.02397026479338028)","('el', -4.010278917895019e-06)","('vivo', -3.6765535579073058e-06)","('en', -3.0716768499605124e-06)","('tiempo', -2.4722123448014402e-06)"
164,"('estan', -0.018285945315611316)","('mas', -0.015148777712102131)","('dis', 0.005958349533271424)","('delito', 0.00033169608342150926)","('resultados', 0.00026784727934297273)"
165,"('medellin', 0.00597945466590175)","('habitante', 1.447090235981233e-06)","('calle', 9.542132040913878e-07)","('habria', 9.37258104453955e-07)","('de', 7.416701465609358e-07)"
166,"('nacional', -0.007514440873991746)","('paz', -0.005444413214607661)","('sexual', -0.004215843867252979)","('especial', -0.001391576100141342)","('jurisdiccion', -0.001003962390417128)"
167,"('estar', 0.0014059605696817817)","('deben', 1.5987165323023849e-07)","('en', 9.952851471425831e-08)","('ya', 9.271167568263386e-08)","('libertad', -1.0173294241901784e-08)"
